bookmaker,league,market,subject,label,line,odds,impl_prb
Caesars,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.92,0.5208
ESPNBet,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.95,0.5128
HardRock,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.95,0.5128
Fliff,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.87,0.5348
SugarHouse,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.92,0.5208
BetMGM,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.95,0.5128
BetRivers,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.92,0.5208
FanDuel,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.9,0.5263
Unibet,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.92,0.5208
BetOnline,NBA,Points + Rebounds + Assists,Immanuel Quickley,Under,27.5,1.93,0.5181
PrizePicks,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.85,0.5405
Dabble,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.83,0.5464
Pick6,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.74,0.5747
Fliff,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.83,0.5464
ESPNBet,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.91,0.5236
Caesars,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.92,0.5208
SugarHouse,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.91,0.5236
BetMGM,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.9,0.5263
BetRivers,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.91,0.5236
Unibet,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.91,0.5236
DraftKings,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.83,0.5464
HardRock,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.91,0.5236
BetOnline,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,26.5,1.93,0.5181
FanDuel,NBA,Points + Rebounds + Assists,Goga Bitadze,Over,25.5,1.78,0.5618
PrizePicks,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.85,0.5405
Dabble,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.83,0.5464
Pick6,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.74,0.5747
Fliff,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.77,0.565
ESPNBet,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.83,0.5464
Caesars,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.8,0.5556
SugarHouse,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.83,0.5464
BetMGM,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.83,0.5464
BetRivers,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.83,0.5464
Unibet,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.83,0.5464
DraftKings,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.91,0.5236
HardRock,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.83,0.5464
BetOnline,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,26.5,1.83,0.5464
FanDuel,NBA,Points + Rebounds + Assists,Goga Bitadze,Under,25.5,2.0,0.5
DraftKings,NBA,Points + Rebounds + Assists,Jakob Poeltl,Over,24.5,1.77,0.565
Dabble,NBA,Points + Rebounds + Assists,Jakob Poeltl,Over,24.0,1.83,0.5464
PrizePicks,NBA,Points + Rebounds + Assists,Jakob Poeltl,Over,23.5,1.85,0.5405
Fliff,NBA,Points + Rebounds + Assists,Jakob Poeltl,Over,23.5,1.74,0.5747
Caesars,NBA,Points + Rebounds + Assists,Jakob Poeltl,Over,23.5,1.8,0.5556
ESPNBet,NBA,Points + Rebounds + Assists,Jakob Poeltl,Over,23.5,1.8,0.5556
BetMGM,NBA,Points + Rebounds + Assists,Jakob Poeltl,Over,23.5,1.8,0.5556
HardRock,NBA,Points + Rebounds + Assists,Jakob Poeltl,Over,23.5,1.8,0.5556
BetOnline,NBA,Points + Rebounds + Assists,Jakob Poeltl,Over,23.5,1.83,0.5464
Dabble,NBA,Points + Rebounds + Assists,Jakob Poeltl,Under,24.0,1.83,0.5464
PrizePicks,NBA,Points + Rebounds + Assists,Jakob Poeltl,Under,23.5,1.85,0.5405
Fliff,NBA,Points + Rebounds + Assists,Jakob Poeltl,Under,23.5,1.87,0.5348
Caesars,NBA,Points + Rebounds + Assists,Jakob Poeltl,Under,23.5,1.92,0.5208
ESPNBet,NBA,Points + Rebounds + Assists,Jakob Poeltl,Under,23.5,1.95,0.5128
BetMGM,NBA,Points + Rebounds + Assists,Jakob Poeltl,Under,23.5,1.95,0.5128
HardRock,NBA,Points + Rebounds + Assists,Jakob Poeltl,Under,23.5,1.95,0.5128
BetOnline,NBA,Points + Rebounds + Assists,Jakob Poeltl,Under,23.5,1.93,0.5181
PrizePicks,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.85,0.5405
Dabble,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.83,0.5464
Pick6,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.74,0.5747
Caesars,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.92,0.5208
Fliff,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.83,0.5464
BetMGM,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.9,0.5263
ESPNBet,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.91,0.5236
HardRock,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.91,0.5236
DraftKings,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.91,0.5236
BetOnline,NBA,Points + Rebounds + Assists,Tristan Da Silva,Over,19.5,1.91,0.5236
Pick6,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.74,0.5747
Dabble,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.83,0.5464
PrizePicks,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.85,0.5405
Caesars,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.8,0.5556
Fliff,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.8,0.5556
ESPNBet,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.83,0.5464
BetMGM,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.85,0.5405
HardRock,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.87,0.5348
DraftKings,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.83,0.5464
BetOnline,NBA,Points + Rebounds + Assists,Tristan Da Silva,Under,19.5,1.85,0.5405
Dabble,NBA,Points + Rebounds + Assists,Gradey Dick,Over,19.5,1.83,0.5464
PrizePicks,NBA,Points + Rebounds + Assists,Gradey Dick,Over,19.5,1.85,0.5405
Caesars,NBA,Points + Rebounds + Assists,Gradey Dick,Over,19.5,1.88,0.5319
Fliff,NBA,Points + Rebounds + Assists,Gradey Dick,Over,19.5,1.8,0.5556
ESPNBet,NBA,Points + Rebounds + Assists,Gradey Dick,Over,19.5,1.83,0.5464
BetMGM,NBA,Points + Rebounds + Assists,Gradey Dick,Over,19.5,1.85,0.5405
DraftKings,NBA,Points + Rebounds + Assists,Gradey Dick,Over,19.5,1.87,0.5348
HardRock,NBA,Points + Rebounds + Assists,Gradey Dick,Over,19.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Gradey Dick,Over,19.5,1.89,0.5291
Dabble,NBA,Points + Rebounds + Assists,Gradey Dick,Under,19.5,1.83,0.5464
PrizePicks,NBA,Points + Rebounds + Assists,Gradey Dick,Under,19.5,1.85,0.5405
Caesars,NBA,Points + Rebounds + Assists,Gradey Dick,Under,19.5,1.83,0.5464
Fliff,NBA,Points + Rebounds + Assists,Gradey Dick,Under,19.5,1.83,0.5464
ESPNBet,NBA,Points + Rebounds + Assists,Gradey Dick,Under,19.5,1.91,0.5236
BetMGM,NBA,Points + Rebounds + Assists,Gradey Dick,Under,19.5,1.87,0.5348
HardRock,NBA,Points + Rebounds + Assists,Gradey Dick,Under,19.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Gradey Dick,Under,19.5,1.87,0.5348
Dabble,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,16.5,1.83,0.5464
Caesars,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,16.5,1.92,0.5208
Fliff,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,16.5,1.83,0.5464
ESPNBet,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,16.5,1.91,0.5236
BetMGM,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,16.5,1.91,0.5236
HardRock,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,16.5,1.91,0.5236
BetOnline,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,16.5,1.91,0.5236
PrizePicks,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,16.0,1.85,0.5405
Pick6,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,15.5,1.74,0.5747
DraftKings,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Over,15.5,1.83,0.5464
Dabble,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,16.5,1.83,0.5464
Caesars,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,16.5,1.8,0.5556
Fliff,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,16.5,1.77,0.565
ESPNBet,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,16.5,1.83,0.5464
BetMGM,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,16.5,1.83,0.5464
HardRock,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,16.5,1.83,0.5464
BetOnline,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,16.5,1.85,0.5405
PrizePicks,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,16.0,1.85,0.5405
Pick6,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,15.5,1.74,0.5747
DraftKings,NBA,Points + Rebounds + Assists,Kentavious Caldwell-Pope,Under,15.5,1.91,0.5236
PrizePicks,NBA,Points + Rebounds + Assists,Jonathan Isaac,Over,12.5,1.85,0.5405
Caesars,NBA,Points + Rebounds + Assists,Jonathan Isaac,Over,12.5,1.94,0.5155
DraftKings,NBA,Points + Rebounds + Assists,Jonathan Isaac,Over,12.5,1.77,0.565
Fliff,NBA,Points + Rebounds + Assists,Jonathan Isaac,Over,12.5,1.87,0.5348
ESPNBet,NBA,Points + Rebounds + Assists,Jonathan Isaac,Over,12.5,1.95,0.5128
BetMGM,NBA,Points + Rebounds + Assists,Jonathan Isaac,Over,12.5,1.95,0.5128
BetOnline,NBA,Points + Rebounds + Assists,Jonathan Isaac,Over,12.5,1.94,0.5155
Dabble,NBA,Points + Rebounds + Assists,Jonathan Isaac,Over,12.0,1.83,0.5464
PrizePicks,NBA,Points + Rebounds + Assists,Jonathan Isaac,Under,12.5,1.85,0.5405
Caesars,NBA,Points + Rebounds + Assists,Jonathan Isaac,Under,12.5,1.78,0.5618
Fliff,NBA,Points + Rebounds + Assists,Jonathan Isaac,Under,12.5,1.74,0.5747
ESPNBet,NBA,Points + Rebounds + Assists,Jonathan Isaac,Under,12.5,1.8,0.5556
BetMGM,NBA,Points + Rebounds + Assists,Jonathan Isaac,Under,12.5,1.8,0.5556
BetOnline,NBA,Points + Rebounds + Assists,Jonathan Isaac,Under,12.5,1.82,0.5495
Dabble,NBA,Points + Rebounds + Assists,Jonathan Isaac,Under,12.0,1.83,0.5464
Dabble,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.83,0.5464
PrizePicks,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.85,0.5405
Pick6,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.74,0.5747
Fliff,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.83,0.5464
Caesars,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.92,0.5208
BetMGM,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.87,0.5348
DraftKings,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.87,0.5348
HardRock,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.87,0.5348
ESPNBet,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.87,0.5348
Bovada,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,43.5,1.89,0.5291
BetRivers,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,42.5,1.8,0.5556
FanDuel,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,42.5,1.82,0.5495
Unibet,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,42.5,1.8,0.5556
SugarHouse,NBA,Points + Rebounds + Assists,Jayson Tatum,Over,42.5,1.8,0.5556
PrizePicks,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.85,0.5405
Dabble,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.83,0.5464
Pick6,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.74,0.5747
Caesars,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.8,0.5556
BetMGM,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.87,0.5348
DraftKings,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.87,0.5348
HardRock,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.87,0.5348
Fliff,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.8,0.5556
ESPNBet,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.87,0.5348
Bovada,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,43.5,1.87,0.5348
BetRivers,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,42.5,1.95,0.5128
FanDuel,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,42.5,1.96,0.5102
Unibet,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,42.5,1.95,0.5128
SugarHouse,NBA,Points + Rebounds + Assists,Jayson Tatum,Under,42.5,1.95,0.5128
Dabble,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.83,0.5464
Pick6,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.74,0.5747
PrizePicks,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.85,0.5405
Caesars,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.92,0.5208
HardRock,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.91,0.5236
FanDuel,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.87,0.5348
SugarHouse,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.87,0.5348
Unibet,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.87,0.5348
BetMGM,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.9,0.5263
DraftKings,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.91,0.5236
Fliff,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.83,0.5464
BetRivers,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.87,0.5348
ESPNBet,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.89,0.5291
Bovada,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Over,41.5,1.91,0.5236
Dabble,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.83,0.5464
Pick6,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.74,0.5747
PrizePicks,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.85,0.5405
Caesars,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.8,0.5556
HardRock,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.83,0.5464
FanDuel,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.9,0.5263
SugarHouse,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.87,0.5348
Unibet,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.87,0.5348
BetMGM,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.85,0.5405
DraftKings,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.83,0.5464
Fliff,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.77,0.565
BetRivers,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.87,0.5348
ESPNBet,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.87,0.5348
Bovada,NBA,Points + Rebounds + Assists,Shai Gilgeous-Alexander,Under,41.5,1.83,0.5464
FanDuel,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,40.5,1.96,0.5102
ESPNBet,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,40.5,1.87,0.5348
PrizePicks,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,40.0,1.85,0.5405
Dabble,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.83,0.5464
Pick6,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.74,0.5747
Caesars,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.85,0.5405
HardRock,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.87,0.5348
Unibet,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.79,0.5587
SugarHouse,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.79,0.5587
BetMGM,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.85,0.5405
DraftKings,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.83,0.5464
Fliff,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.8,0.5556
BetRivers,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.79,0.5587
Bovada,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Over,39.5,1.87,0.5348
FanDuel,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,40.5,1.82,0.5495
ESPNBet,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,40.5,1.87,0.5348
PrizePicks,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,40.0,1.85,0.5405
Dabble,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.83,0.5464
Pick6,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.74,0.5747
Caesars,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.85,0.5405
HardRock,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.87,0.5348
Unibet,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.95,0.5128
SugarHouse,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.95,0.5128
BetMGM,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.87,0.5348
DraftKings,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.91,0.5236
Fliff,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.8,0.5556
BetRivers,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.95,0.5128
Bovada,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Karl-Anthony Towns,Under,39.5,1.89,0.5291
Pick6,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,37.5,1.74,0.5747
DraftKings,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,37.5,1.95,0.5128
Dabble,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,37.0,1.83,0.5464
PrizePicks,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.85,0.5405
Unibet,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.85,0.5405
BetRivers,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.85,0.5405
SugarHouse,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.85,0.5405
BetMGM,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.8,0.5556
ESPNBet,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.8,0.5556
Fliff,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.74,0.5747
Caesars,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.8,0.5556
FanDuel,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.88,0.5319
HardRock,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.8,0.5556
Bovada,NBA,Points + Rebounds + Assists,Alperen Sengün,Over,36.5,1.8,0.5556
Pick6,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,37.5,1.74,0.5747
DraftKings,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,37.5,1.8,0.5556
Dabble,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,37.0,1.83,0.5464
PrizePicks,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.85,0.5405
Unibet,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.89,0.5291
BetRivers,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.89,0.5291
SugarHouse,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.89,0.5291
BetMGM,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.95,0.5128
ESPNBet,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.95,0.5128
Fliff,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.87,0.5348
Caesars,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.92,0.5208
FanDuel,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.88,0.5319
HardRock,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.95,0.5128
Bovada,NBA,Points + Rebounds + Assists,Alperen Sengün,Under,36.5,1.95,0.5128
PrizePicks,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,36.5,1.85,0.5405
Caesars,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,36.5,2.0,0.5
BetMGM,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,36.5,1.91,0.5236
HardRock,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,36.5,1.95,0.5128
Fliff,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,36.5,1.83,0.5464
Bovada,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,36.5,1.91,0.5236
Dabble,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,36.0,1.83,0.5464
DraftKings,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,35.5,1.83,0.5464
ESPNBet,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,35.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,35.5,1.88,0.5319
FanDuel,NBA,Points + Rebounds + Assists,Jalen Brunson,Over,34.5,1.82,0.5495
PrizePicks,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,36.5,1.85,0.5405
Caesars,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,36.5,1.73,0.578
BetMGM,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,36.5,1.8,0.5556
HardRock,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,36.5,1.83,0.5464
Fliff,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,36.5,1.77,0.565
Bovada,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,36.5,1.83,0.5464
Dabble,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,36.0,1.83,0.5464
DraftKings,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,35.5,1.91,0.5236
ESPNBet,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,35.5,1.87,0.5348
BetOnline,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,35.5,1.88,0.5319
FanDuel,NBA,Points + Rebounds + Assists,Jalen Brunson,Under,34.5,1.96,0.5102
ESPNBet,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,34.5,1.95,0.5128
BetMGM,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,34.5,1.95,0.5128
FanDuel,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,34.5,1.9,0.5263
Fliff,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,34.5,1.91,0.5236
Caesars,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,34.5,1.85,0.5405
Dabble,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,34.0,1.83,0.5464
Pick6,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,33.5,1.74,0.5747
SugarHouse,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,33.5,1.83,0.5464
BetRivers,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,33.5,1.83,0.5464
Unibet,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,33.5,1.83,0.5464
DraftKings,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,33.5,1.91,0.5236
Pinnacle,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,33.5,1.82,0.5495
Bovada,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,33.5,1.83,0.5464
BetOnline,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,33.5,1.85,0.5405
PrizePicks,NBA,Points + Rebounds + Assists,Dejounte Murray,Over,33.0,1.85,0.5405
ESPNBet,NBA,Points + Rebounds + Assists,Dejounte Murray,Under,34.5,1.8,0.5556
