bookmaker,ev,impl_prb,label,league,line,market,odds,subject,true_prb
BetMGM,-0.0617,0.5714,Over,NBA,7.5,Rebounds + Assists,1.75,Ausar Thompson,0.536178107606679
BetMGM,-0.0617,0.625,Over,NBA,1.5,3-Pointers,1.6,Jaylen Brown,0.5864574027973649
ESPNBet,-0.0617,0.5348,Over,NBA,11.5,Points,1.87,Jakob Poeltl,0.5017431800894325
Fliff,-0.0617,0.5,Under,NBA,9.5,Rebounds + Assists,2.0,Kyrie Irving,0.46912932881503777
HardRock,-0.0617,0.5556,Over,NBA,17.5,Points + Rebounds + Assists,1.8,Dereck Lively II,0.5212824611290215
ESPNBet,-0.0617,0.5556,Over,NBA,17.5,Points + Rebounds + Assists,1.8,Dereck Lively II,0.5212824611290215
HardRock,-0.0617,0.4651,Under,NHL,2.5,Total Shots on Goal,2.15,Jonathan Marchessault,0.4363961730421496
BetMGM,-0.0617,0.5556,Over,NBA,17.5,Points + Rebounds + Assists,1.8,Dereck Lively II,0.5212824611290215
BetMGM,-0.0617,0.5714,Over,NBA,9.5,Points + Assists,1.75,Dereck Lively II,0.536178107606679
BetMGM,-0.0617,0.6452,Over,NHL,1.5,Total Shots on Goal,1.55,Nick Suzuki,0.6053808710583635
Pinnacle,-0.0617,0.5917,Under,NHL,2.5,Total Shots on Goal,1.69,Gustav Forsling,0.5552116475062313
BetMGM,-0.0618,0.5814,Over,NBA,4.5,Rebounds + Assists,1.72,Gradey Dick,0.5454376854599405
Bovada,-0.0618,0.3922,Over,NHL,0.5,Total Points,2.55,Alex Vlasic,0.3679029318971414
ESPNBet,-0.0618,0.5848,Under,NBA,3.5,Assists,1.71,Mikal Bridges,0.5486365456770133
DraftKings,-0.0618,0.5747,Under,NFL,24.5,Total Pass Completions,1.74,Jared Goff,0.5391755183974823
ESPNBet,-0.0618,0.5747,Under,NFL,24.5,Total Pass Completions,1.74,Jared Goff,0.5391755183974823
Bovada,-0.0618,0.5236,Under,NBA,38.5,Points + Rebounds + Assists,1.91,Trae Young,0.49121331147980496
HardRock,-0.0618,0.5747,Under,NFL,24.5,Total Pass Completions,1.74,Jared Goff,0.5391755183974823
Dabble,-0.0618,0.5464,Under,NHL,3.5,Total Shots on Goal,1.83,Filip Forsberg,0.5126521688471561
DraftKings,-0.0618,0.5464,Under,NHL,3.5,Total Shots on Goal,1.83,Filip Forsberg,0.5126521688471561
HardRock,-0.0618,0.6289,Over,NBA,1.5,Assists,1.59,Jakob Poeltl,0.5900500277932184
BetMGM,-0.0618,0.5464,Under,NHL,3.5,Total Shots on Goal,1.83,Filip Forsberg,0.5126521688471561
BetMGM,-0.0618,0.3922,Over,NHL,0.5,Total Points,2.55,Alex Vlasic,0.3679029318971414
BetMGM,-0.0618,0.625,Under,NBA,4.5,Assists,1.6,Jaylen Brown,0.5863904729538167
HardRock,-0.0618,0.5464,Under,NHL,3.5,Total Shots on Goal,1.83,Filip Forsberg,0.5126521688471561
Pinnacle,-0.0618,0.5464,Under,NHL,3.5,Total Shots on Goal,1.83,Filip Forsberg,0.5126521688471561
Fanatics,-0.0618,0.3922,Over,NHL,0.5,Total Points,2.55,Alex Vlasic,0.3679029318971414
HardRock,-0.0618,0.3922,Over,NHL,0.5,Total Points,2.55,Alex Vlasic,0.3679029318971414
BetMGM,-0.0618,0.6452,Under,NHL,3.5,Total Shots on Goal,1.55,Roman Josi,0.6053000225151797
Pinnacle,-0.0618,0.5319,Under,NFL,13.5,Total Receiving Yards,1.88,Javonte Williams,0.49903949338244064
HardRock,-0.0618,0.6289,Under,NBA,1.5,Assists,1.59,Luguentz Dort,0.5900500277932184
Pinnacle,-0.0618,0.5319,Over,NFL,28.5,Total Receiving Yards,1.88,Andrei Iosivas,0.49903949338244064
Pinnacle,-0.0618,0.625,Over,NHL,0.5,Total Points,1.6,Ryan Nugent-Hopkins,0.5863984996208718
BetMGM,-0.0618,0.5814,Over,NBA,4.5,Rebounds,1.72,Austin Reaves,0.5454376854599405
Sleeper,-0.0618,0.5814,Under,NFL,6.5,Total Kicking Points,1.72,Cam Little,0.5454376854599405
BetMGM,-0.0618,0.5814,Under,NFL,6.5,Total Kicking Points,1.72,Cam Little,0.5454376854599405
Pinnacle,-0.0618,0.5814,Under,NFL,6.5,Total Kicking Points,1.72,Cam Little,0.5454376854599405
Pinnacle,-0.0618,0.641,Under,NHL,3.5,Total Shots on Goal,1.56,Matthew Tkachuk,0.6013815900129205
ESPNBet,-0.0618,0.641,Under,NHL,3.5,Total Shots on Goal,1.56,Matthew Tkachuk,0.6013815900129205
HardRock,-0.0618,0.641,Under,NHL,3.5,Total Shots on Goal,1.56,Matthew Tkachuk,0.6013815900129205
DraftKings,-0.0619,0.5464,Over,NBA,11.5,Assists,1.83,Trae Young,0.5126289627394778
DraftKings,-0.0619,0.5464,Under,NBA,31.5,Points + Rebounds + Assists,1.83,Jalen Williams,0.5126338216225494
ESPNBet,-0.0619,0.4167,Under,NCAAB,4.5,Rebounds,2.4,Jerome Hunter,0.39086389644498637
DraftKings,-0.0619,0.6494,Over,NFL,2.5,Total Receptions,1.54,Jaylen Warren,0.6091361035550136
Bovada,-0.0619,0.5464,Under,NBA,31.5,Points + Rebounds + Assists,1.83,Jalen Williams,0.5126338216225494
DraftKings,-0.0619,0.4167,Under,NFL,2.5,Total Receptions,2.4,Jaylen Warren,0.39086389644498637
Fanatics,-0.0619,0.4444,Over,NHL,2.5,Total Shots on Goal,2.25,Rickard Rakell,0.416949589301417
Dabble,-0.0619,0.5464,Under,NBA,31.5,Points + Rebounds + Assists,1.83,Jalen Williams,0.5126338216225494
PointsBet,-0.0619,0.4762,Over,NCAAB,4.5,Assists,2.1,Dayvion McKnight,0.44673807686419903
Unibet,-0.0619,0.4762,Over,NCAAB,4.5,Assists,2.1,Dayvion McKnight,0.44673807686419903
STNSports,-0.0619,0.4167,Under,NFL,2.5,Total Receptions,2.4,Jaylen Warren,0.39086389644498637
BetRivers,-0.0619,0.4762,Over,NCAAB,4.5,Assists,2.1,Dayvion McKnight,0.44673807686419903
ESPNBet,-0.0619,0.5348,Under,NBA,11.5,Points + Rebounds,1.87,Jonathan Isaac,0.501680886580729
HardRock,-0.0619,0.4444,Under,NHL,1.5,Total Shots on Goal,2.25,Kiefer Sherwood,0.416949589301417
BetMGM,-0.0619,0.5348,Under,NBA,11.5,Points + Rebounds,1.87,Jonathan Isaac,0.501680886580729
Bovada,-0.0619,0.5348,Under,NBA,11.5,Points + Rebounds,1.87,Jonathan Isaac,0.501680886580729
Pinnacle,-0.0619,0.5525,Under,NFL,6.5,Total Receptions,1.81,Malik Nabers,0.5182806410751998
PrizePicks,-0.0619,0.5405,Over,NCAAB,16.5,Points,1.85,Ryan Conwell,0.5070714571464202
DraftKings,-0.0619,0.5348,Under,NBA,28.5,Points + Assists,1.87,Jordan Poole,0.501680886580729
Pinnacle,-0.0619,0.6494,Over,NFL,2.5,Total Receptions,1.54,Jaylen Warren,0.6091361035550136
HardRock,-0.0619,0.4444,Over,NHL,2.5,Total Shots on Goal,2.25,Rickard Rakell,0.416949589301417
Dabble,-0.0619,0.5464,Over,NBA,11.5,Assists,1.83,Trae Young,0.5126289627394778
ESPNBet,-0.0619,0.4082,Under,NCAAB,4.5,Rebounds,2.45,Kam Jones,0.38289091079636056
STNSports,-0.0619,0.5348,Under,NFL,21.5,Total Receiving Yards,1.87,Jaylen Warren,0.501680886580729
BetRivers,-0.062,0.5556,Over,NBA,4.5,Rebounds,1.8,Tristan Da Silva,0.521121987560778
Unibet,-0.062,0.5587,Under,NBA,12.5,Points,1.79,Tristan Da Silva,0.5240420508366241
PrizePicks,-0.062,0.5405,Under,NBA,15.5,Points + Assists,1.85,Goga Bitadze,0.5070452067630958
BetRivers,-0.062,0.5587,Under,NBA,12.5,Points,1.79,Tristan Da Silva,0.5240420508366241
Dabble,-0.062,0.5464,Under,NBA,9.5,Rebounds + Assists,1.83,Scotty Pippen Jr.,0.5125929310293587
Bovada,-0.062,0.5348,Under,NBA,6.5,Assists,1.87,Fred VanVleet,0.5016164994425863
Unibet,-0.062,0.5464,Under,NBA,9.5,Rebounds + Assists,1.83,Jaylen Brown,0.5125929310293587
SugarHouse,-0.062,0.5464,Under,NBA,9.5,Rebounds + Assists,1.83,Jaylen Brown,0.5125929310293587
BetRivers,-0.062,0.5464,Under,NBA,9.5,Rebounds + Assists,1.83,Jaylen Brown,0.5125929310293587
Dabble,-0.062,0.5464,Under,NBA,9.5,Rebounds + Assists,1.83,Jaylen Brown,0.5125929310293587
STNSports,-0.062,0.5348,Over,NFL,46.5,Total Receiving Yards,1.87,T.J. Hockenson,0.5016164994425863
BetMGM,-0.062,0.625,Under,NHL,3.5,Total Shots on Goal,1.6,Zach Hyman,0.586259615482963
SugarHouse,-0.062,0.5587,Under,NBA,12.5,Points,1.79,Tristan Da Silva,0.5240420508366241
SugarHouse,-0.062,0.5556,Over,NBA,4.5,Rebounds,1.8,Tristan Da Silva,0.521121987560778
BetMGM,-0.062,0.5882,Under,NBA,5.5,Assists,1.7,Jalen Johnson,0.5517520839658563
Unibet,-0.062,0.5556,Over,NBA,4.5,Rebounds,1.8,Tristan Da Silva,0.521121987560778
HardRock,-0.062,0.4762,Under,NFL,6.5,Total Receptions,2.1,Amon-Ra St. Brown,0.44666953807235354
PrizePicks,-0.062,0.5405,Over,NBA,23.5,Points + Assists,1.85,DeMar DeRozan,0.5070452067630958
BetRivers,-0.0621,0.5102,Over,NBA,21.5,Points + Assists,1.96,Mikal Bridges,0.47851109254618024
BetMGM,-0.0621,0.5263,Over,NBA,24.5,Points + Rebounds + Assists,1.9,Mikal Bridges,0.49361891076322134
ESPNBet,-0.0621,0.6494,Over,NHL,1.5,Total Shots on Goal,1.54,Evan Rodrigues,0.6090222848142901
Sleeper,-0.0621,0.5102,Under,NFL,7.5,Total Receptions,1.96,Brock Bowers,0.47851109254618024
Pinnacle,-0.0621,0.6494,Over,NFL,1.5,Total Passing Touchdowns,1.54,Baker Mayfield,0.609010657876223
Unibet,-0.0621,0.5102,Over,NBA,21.5,Points + Assists,1.96,Mikal Bridges,0.47851109254618024
SugarHouse,-0.0621,0.5102,Over,NBA,26.5,Points + Assists,1.96,C.J. McCollum,0.47851109254618024
Sleeper,-0.0621,0.6173,Under,NBA,10.5,Rebounds + Assists,1.62,Jaren Jackson Jr.,0.5789717461787866
HardRock,-0.0621,0.4878,Over,NBA,10.5,Rebounds,2.05,Jalen Duren,0.45751205034673936
SugarHouse,-0.0621,0.5102,Over,NBA,21.5,Points + Assists,1.96,Mikal Bridges,0.47851109254618024
BetRivers,-0.0621,0.5102,Over,NBA,26.5,Points + Assists,1.96,C.J. McCollum,0.47851109254618024
ESPNBet,-0.0621,0.4878,Over,NBA,10.5,Rebounds,2.05,Jalen Duren,0.45751205034673936
Bovada,-0.0621,0.6494,Over,NFL,1.5,Total Passing Touchdowns,1.54,Baker Mayfield,0.609010657876223
BetMGM,-0.0621,0.6452,Over,NBA,0.5,3-Pointers,1.55,Anthony Davis,0.6050916606353678
Unibet,-0.0621,0.5102,Over,NBA,26.5,Points + Assists,1.96,C.J. McCollum,0.47851109254618024
ESPNBet,-0.0621,0.6173,Under,NBA,1.5,Assists,1.62,Zach Edey,0.5789717461787866
BetMGM,-0.0621,0.6173,Under,NBA,1.5,Assists,1.62,Zach Edey,0.5789717461787866
Pinnacle,-0.0621,0.5102,Over,NFL,7.5,Total Kicking Points,1.96,Will Reichard,0.47851109254618024
Dabble,-0.0621,0.5464,Under,NFL,2.5,Total Receptions,1.83,Andrei Iosivas,0.5125154622379989
HardRock,-0.0622,0.5128,Under,NCAAB,9.5,Points,1.95,Marcus Foster,0.4809105746973143
Unibet,-0.0622,0.5,Over,NBA,2.5,3-Pointers,2.0,Mikal Bridges,0.46890789242898256
BetMGM,-0.0622,0.5128,Under,NCAAB,9.5,Points,1.95,Marcus Foster,0.4809105746973143
BetRivers,-0.0622,0.5,Over,NBA,2.5,3-Pointers,2.0,Mikal Bridges,0.46890789242898256
SugarHouse,-0.0622,0.5,Over,NBA,2.5,3-Pointers,2.0,Mikal Bridges,0.46890789242898256
SugarHouse,-0.0622,0.5495,Over,NBA,20.5,Points,1.82,Domantas Sabonis,0.5152917556491368
Unibet,-0.0622,0.5495,Over,NBA,20.5,Points,1.82,Domantas Sabonis,0.5152917556491368
BetRivers,-0.0622,0.5495,Over,NBA,20.5,Points,1.82,Domantas Sabonis,0.5152917556491368
Pinnacle,-0.0622,0.4464,Under,NHL,1.5,Total Shots on Goal,2.24,Anton Lundell,0.41865160310185145
HardRock,-0.0622,0.6173,Over,NFL,3.5,Total Receptions,1.62,Jameson Williams,0.5788639643804375
BetMGM,-0.0622,0.6173,Over,NFL,3.5,Total Receptions,1.62,Jameson Williams,0.5788639643804375
BetMGM,-0.0622,0.5618,Over,NHL,1.5,Total Shots on Goal,1.78,Evgeni Malkin,0.5268695539701821
Underdog,-0.0622,0.5495,Over,NBA,20.5,Points,1.82,Domantas Sabonis,0.5152917556491368
DraftKings,-0.0622,0.4,Under,NFL,1.5,Total Receptions,2.5,Cole Kmet,0.3751358456771463
BetMGM,-0.0622,0.5,Over,NBA,2.5,3-Pointers,2.0,Mikal Bridges,0.46890789242898256
PointsBet,-0.0622,0.5,Under,NCAAB,6.5,Assists,2.0,Steven Ashworth,0.4688983563755908
DraftKings,-0.0622,0.5348,Under,NFL,7.5,Total Rushing Yards,1.87,Geno Smith,0.5014821413612828
BetMGM,-0.0622,0.5,Under,NCAAB,6.5,Assists,2.0,Steven Ashworth,0.4688983563755908
PrizePicks,-0.0622,0.5405,Under,NBA,3.5,3-Pointers,1.85,Donovan Mitchell,0.5069057529639993
Underdog,-0.0622,0.5495,Over,NBA,19.5,Points,1.82,Jalen Green,0.5152902612649941
BetMGM,-0.0622,0.5405,Under,NBA,3.5,3-Pointers,1.85,Donovan Mitchell,0.5069057529639993
STNSports,-0.0622,0.5348,Under,NFL,7.5,Total Rushing Yards,1.87,Geno Smith,0.5014821413612828
PrizePicks,-0.0623,0.5405,Over,NBA,18.5,Points,1.85,RJ Barrett,0.5068612702012376
BetMGM,-0.0623,0.5464,Over,NCAAB,4.5,Rebounds,1.83,Marcus Foster,0.5123776873620045
HardRock,-0.0623,0.5917,Over,NHL,2.5,Total Shots on Goal,1.69,Frank Vatrano,0.554874041803036
BetMGM,-0.0623,0.5882,Under,NBA,11.5,Rebounds,1.7,Yves Missi,0.5515869265586998
Pinnacle,-0.0623,0.5291,Under,NHL,1.5,Total Shots on Goal,1.89,Alex Killorn,0.49612480453582286
BetMGM,-0.0623,0.4444,Over,NBA,4.5,Assists,2.25,RJ Barrett,0.41675249164082123
DraftKings,-0.0623,0.5917,Over,NBA,1.5,3-Pointers,1.69,Trey Lyles,0.5548534934735083
Fanatics,-0.0623,0.5917,Over,NHL,2.5,Total Shots on Goal,1.69,Frank Vatrano,0.554874041803036
PrizePicks,-0.0623,0.5405,Under,NBA,12.5,Rebounds + Assists,1.85,Austin Reaves,0.5068707958421638
BetMGM,-0.0623,0.5882,Under,NBA,6.5,Rebounds,1.7,RJ Barrett,0.5515869265586998
Dabble,-0.0623,0.5464,Over,NCAAB,4.5,Rebounds,1.83,Marcus Foster,0.5123776873620045
ESPNBet,-0.0623,0.5917,Over,NHL,2.5,Total Shots on Goal,1.69,Frank Vatrano,0.554874041803036
PrizePicks,-0.0623,0.5405,Over,NBA,41.5,Points + Rebounds + Assists,1.85,LaMelo Ball,0.5068612702012376
HardRock,-0.0623,0.565,Over,NBA,7.5,Rebounds,1.77,Dereck Lively II,0.5297522864803501
PrizePicks,-0.0623,0.5405,Under,NBA,8.5,Rebounds + Assists,1.85,Jordan Poole,0.5068707958421638
BetMGM,-0.0623,0.4444,Under,NBA,1.5,3-Pointers,2.25,Keon Ellis,0.41675249164082123
PrizePicks,-0.0623,0.5405,Under,NBA,31.5,Points + Rebounds,1.85,Alperen Sengün,0.5068707958421638
Unibet,-0.0623,0.4032,Over,NBA,1.5,Steals,2.48,Darius Garland,0.3781075716041214
BetRivers,-0.0623,0.4032,Over,NBA,1.5,Steals,2.48,Darius Garland,0.3781075716041214
SugarHouse,-0.0623,0.4032,Over,NBA,1.5,Steals,2.48,Darius Garland,0.3781075716041214
Sleeper,-0.0623,0.5405,Under,NBA,8.5,Rebounds + Assists,1.85,Jordan Poole,0.5068707958421638
HardRock,-0.0623,0.6289,Under,NBA,1.5,Steals,1.59,Donovan Mitchell,0.589733912058879
Pinnacle,-0.0623,0.5319,Over,NFL,23.5,Total Pass Completions,1.88,Sam Darnold,0.4988005058376562
DraftKings,-0.0623,0.5848,Under,NBA,7.5,Assists,1.71,Austin Reaves,0.5483663613637351
Bovada,-0.0624,0.4545,Over,NBA,3.5,3-Pointers,2.2,Derrick White,0.4261682464522862
Bovada,-0.0624,0.5464,Under,NFL,1.5,Total Passing Touchdowns,1.83,Jordan Love,0.5123541857425679
PrizePicks,-0.0624,0.5405,Under,NBA,19.5,Points + Rebounds + Assists,1.85,Rui Hachimura,0.5068065568488461
BetMGM,-0.0624,0.5405,Under,NBA,19.5,Points + Rebounds + Assists,1.85,Rui Hachimura,0.5068065568488461
DraftKings,-0.0624,0.3623,Under,NHL,0.5,Total Points,2.76,Sam Reinhart,0.33969476728693365
HardRock,-0.0624,0.5464,Under,NFL,1.5,Total Passing Touchdowns,1.83,Jordan Love,0.5123541857425679
Pinnacle,-0.0624,0.5102,Over,NBA,19.5,Points + Rebounds + Assists,1.96,Herbert Jones,0.4783421178553184
BetMGM,-0.0624,0.5464,Under,NFL,1.5,Total Passing Touchdowns,1.83,Jordan Love,0.5123541857425679
HardRock,-0.0624,0.5236,Over,NBA,19.5,Points + Rebounds + Assists,1.91,Tristan Da Silva,0.49088415823317344
Fliff,-0.0624,0.5464,Over,NFL,93.5,Total Receiving Yards,1.83,Justin Jefferson,0.5123541857425679
ESPNBet,-0.0624,0.5236,Over,NBA,19.5,Points + Rebounds + Assists,1.91,Tristan Da Silva,0.49088415823317344
BetRivers,-0.0624,0.5587,Over,NBA,12.5,Points + Rebounds,1.79,Keon Ellis,0.5238050344112378
HardRock,-0.0624,0.5988,Under,NBA,1.5,3-Pointers,1.67,P.J. Washington,0.5614527098141953
BetMGM,-0.0624,0.303,Over,NHL,0.5,Total Player Goals,3.3,Jake DeBrusk,0.28413353338334585
BetMGM,-0.0624,0.303,Over,NHL,0.5,Total Player Goals,3.3,Conor Garland,0.28413353338334585
Unibet,-0.0624,0.5587,Over,NBA,12.5,Points + Rebounds,1.79,Keon Ellis,0.5238050344112378
Dabble,-0.0624,0.5464,Over,NBA,7.5,Assists,1.83,LaMelo Ball,0.5123541857425679
HardRock,-0.0624,0.5236,Over,NBA,16.5,Points + Rebounds + Assists,1.91,Kentavious Caldwell-Pope,0.49088415823317344
BetMGM,-0.0624,0.5236,Over,NBA,16.5,Points + Rebounds + Assists,1.91,Kentavious Caldwell-Pope,0.49088415823317344
ESPNBet,-0.0624,0.5236,Over,NBA,16.5,Points + Rebounds + Assists,1.91,Kentavious Caldwell-Pope,0.49088415823317344
Bovada,-0.0624,0.5464,Over,NBA,7.5,Assists,1.83,LaMelo Ball,0.5123541857425679
SugarHouse,-0.0624,0.5587,Over,NBA,12.5,Points + Rebounds,1.79,Keon Ellis,0.5238050344112378
BetMGM,-0.0624,0.5236,Under,NBA,28.5,Points,1.91,LaMelo Ball,0.49088415823317344
HardRock,-0.0624,0.5236,Under,NBA,28.5,Points,1.91,LaMelo Ball,0.49088415823317344
DraftKings,-0.0624,0.5236,Over,NBA,19.5,Points + Rebounds + Assists,1.91,Tristan Da Silva,0.49088415823317344
BetMGM,-0.0624,0.5236,Over,NBA,17.5,Points + Rebounds + Assists,1.91,Carlton Carrington,0.4908705924263558
ESPNBet,-0.0624,0.5236,Under,NBA,28.5,Points,1.91,LaMelo Ball,0.49088415823317344
Fanatics,-0.0624,0.5236,Under,NBA,28.5,Points,1.91,LaMelo Ball,0.49088415823317344
DraftKings,-0.0624,0.5464,Under,NFL,1.5,Total Passing Touchdowns,1.83,Jordan Love,0.5123541857425679
DraftKings,-0.0624,0.5464,Over,NFL,30.5,Total Passing Attempts,1.83,Bo Nix,0.5123541857425679
ESPNBet,-0.0624,0.5236,Over,NBA,17.5,Points + Rebounds + Assists,1.91,Carlton Carrington,0.4908705924263558
HardRock,-0.0624,0.5464,Under,NBA,18.5,Points + Rebounds + Assists,1.83,Jaylen Wells,0.5123541857425679
PrizePicks,-0.0624,0.5405,Over,NBA,14.5,Points + Rebounds + Assists,1.85,Keon Ellis,0.5068065568488461
BetMGM,-0.0624,0.5405,Over,NFL,53.5,Total Receiving Yards,1.85,Jerry Jeudy,0.5068065568488461
Dabble,-0.0624,0.5464,Under,NBA,18.5,Points + Rebounds + Assists,1.83,Jaylen Wells,0.5123541857425679
BetMGM,-0.0624,0.6061,Under,NBA,2.5,Assists,1.65,Tristan Da Silva,0.5682340694444475
BetMGM,-0.0624,0.6061,Over,NBA,5.5,Assists,1.65,Josh Hart,0.5682340694444475
Bovada,-0.0624,0.4545,Under,NBA,1.5,3-Pointers,2.2,Kristaps Porzingis,0.4261822486331617
ESPNBet,-0.0624,0.5464,Under,NBA,18.5,Points + Rebounds + Assists,1.83,Jaylen Wells,0.5123541857425679
DraftKings,-0.0624,0.3774,Over,NHL,0.5,Total Points,2.65,Gustav Forsling,0.35382574611493733
DraftKings,-0.0624,0.4545,Under,NBA,1.5,3-Pointers,2.2,Kristaps Porzingis,0.4261822486331617
STNSports,-0.0624,0.5464,Under,NFL,1.5,Total Passing Touchdowns,1.83,Jordan Love,0.5123541857425679
Sleeper,-0.0624,0.5464,Under,NFL,1.5,Total Passing Touchdowns,1.83,Jordan Love,0.5123541857425679
DraftKings,-0.0624,0.4673,Under,NBA,2.5,3-Pointers,2.14,Malik Monk,0.43813870371111824
ESPNBet,-0.0625,0.5236,Over,NBA,2.5,Assists,1.91,Dereck Lively II,0.49085918309821347
Fliff,-0.0625,0.4348,Under,NBA,1.5,Blocks,2.3,Goga Bitadze,0.40762994754411064
Fliff,-0.0625,0.5348,Under,NBA,16.5,Points + Assists,1.87,Jrue Holiday,0.501323071575901
Pinnacle,-0.0625,0.5495,Over,NBA,18.5,Points,1.82,Dejounte Murray,0.5151115469500958
Underdog,-0.0625,0.5495,Over,NBA,18.5,Points,1.82,Dejounte Murray,0.5151115469500958
BetMGM,-0.0625,0.5348,Under,NFL,56.5,Total Rushing + Receiving Yards,1.87,Najee Harris,0.5013593325208587
SugarHouse,-0.0625,0.5155,Over,NBA,4.5,Rebounds,1.94,C.J. McCollum,0.48324314060967394
DraftKings,-0.0625,0.5348,Under,NBA,16.5,Points + Assists,1.87,Jrue Holiday,0.501323071575901
Bovada,-0.0625,0.5348,Under,NBA,31.5,Points + Rebounds,1.87,De'Aaron Fox,0.5013593325208587
DraftKings,-0.0625,0.4464,Over,NBA,2.5,3-Pointers,2.24,OG Anunoby,0.4185056376232439
STNSports,-0.0625,0.5348,Under,NFL,28.5,Total Receiving Yards,1.87,Mike Gesicki,0.5013356275518712
HardRock,-0.0625,0.5348,Over,NBA,18.5,Points + Rebounds,1.87,Jabari Smith,0.501323071575901
Unibet,-0.0625,0.5208,Under,NFL,2.5,Total Receptions,1.92,Calvin Austin III,0.4882721216440118
HardRock,-0.0625,0.5348,Under,NFL,56.5,Total Rushing + Receiving Yards,1.87,Najee Harris,0.5013593325208587
Pinnacle,-0.0625,0.5319,Under,NFL,11.5,Total Receiving Yards,1.88,D'Andre Swift,0.4986643724481289
ESPNBet,-0.0625,0.4878,Under,NBA,2.5,Assists,2.05,Goga Bitadze,0.4573040342973086
DraftKings,-0.0625,0.4651,Over,NHL,0.5,Total Points,2.15,Mattias Ekholm,0.43602971981626987
Unibet,-0.0625,0.5155,Over,NBA,4.5,Rebounds,1.94,C.J. McCollum,0.48324314060967394
SugarHouse,-0.0625,0.5208,Under,NFL,2.5,Total Receptions,1.92,Calvin Austin III,0.4882721216440118
BetMGM,-0.0625,0.5882,Over,NCAAB,6.5,Assists,1.7,Kam Jones,0.5514787496714513
DraftKings,-0.0625,0.5348,Over,NBA,31.5,Points + Assists,1.87,Kyrie Irving,0.501323071575901
BetRivers,-0.0625,0.5208,Under,NFL,2.5,Total Receptions,1.92,Calvin Austin III,0.4882721216440118
DraftKings,-0.0625,0.5236,Over,NBA,2.5,Assists,1.91,Dereck Lively II,0.49085918309821347
Bovada,-0.0625,0.5348,Over,NFL,1.5,Total Passing Touchdowns,1.87,Bo Nix,0.5013356275518712
BetMGM,-0.0625,0.5348,Over,NFL,11.5,Total Receiving Yards,1.87,D'Andre Swift,0.5013356275518712
HardRock,-0.0625,0.5348,Over,NFL,11.5,Total Receiving Yards,1.87,D'Andre Swift,0.5013356275518712
STNSports,-0.0625,0.5348,Over,NFL,1.5,Total Passing Touchdowns,1.87,Bo Nix,0.5013356275518712
Fliff,-0.0625,0.5236,Under,NBA,9.5,Rebounds,1.91,Jayson Tatum,0.4908228413498421
ESPNBet,-0.0625,0.5236,Under,NBA,9.5,Rebounds,1.91,Jayson Tatum,0.4908228413498421
Fliff,-0.0625,0.5348,Under,NBA,19.5,Points + Rebounds,1.87,Klay Thompson,0.501323071575901
BetRivers,-0.0625,0.5155,Over,NBA,4.5,Rebounds,1.94,C.J. McCollum,0.48324314060967394
STNSports,-0.0625,0.5348,Over,NFL,11.5,Total Receiving Yards,1.87,D'Andre Swift,0.5013356275518712
DraftKings,-0.0625,0.5348,Under,NBA,19.5,Points + Rebounds,1.87,Klay Thompson,0.501323071575901
Bovada,-0.0625,0.4651,Over,NHL,0.5,Total Points,2.15,Mattias Ekholm,0.43602971981626987
ESPNBet,-0.0625,0.4651,Over,NHL,0.5,Total Points,2.15,Mattias Ekholm,0.43602971981626987
Underdog,-0.0625,0.5495,Over,NBA,22.5,Points,1.82,Jordan Poole,0.5151170857108772
Unibet,-0.0626,0.5291,Under,NBA,36.5,Points + Rebounds + Assists,1.89,Alperen Sengün,0.495958751393534
BetRivers,-0.0626,0.5291,Under,NBA,36.5,Points + Rebounds + Assists,1.89,Alperen Sengün,0.495958751393534
HardRock,-0.0626,0.5464,Under,NBA,21.5,Points + Rebounds,1.83,Zach Edey,0.5122263513167893
HardRock,-0.0626,0.6211,Under,NHL,0.5,Total Points,1.61,Claude Giroux,0.5822409448851286
PrizePicks,-0.0626,0.5405,Over,NBA,0.5,Assists,1.85,Jonathan Isaac,0.5067235463229157
DraftKings,-0.0626,0.5236,Under,NBA,31.5,Points + Rebounds + Assists,1.91,Jordan Poole,0.490783345463511
PrizePicks,-0.0626,0.5405,Over,NBA,12.5,Rebounds + Assists,1.85,Jarrett Allen,0.5067235463229157
ESPNBet,-0.0626,0.6211,Under,NHL,0.5,Total Points,1.61,Claude Giroux,0.5822409448851286
PrizePicks,-0.0626,0.5405,Under,NBA,7.5,Points + Assists,1.85,Isaiah Stewart,0.5067235463229157
BetMGM,-0.0626,0.5405,Under,NBA,14.5,Points + Assists,1.85,Tristan Da Silva,0.5067235463229157
PrizePicks,-0.0626,0.5405,Under,NFL,46.5,Total Rushing Yards,1.85,Najee Harris,0.5067235463229157
BetMGM,-0.0626,0.5405,Under,NBA,4.5,Rebounds + Assists,1.85,Kentavious Caldwell-Pope,0.5067235463229157
ESPNBet,-0.0626,0.5464,Under,NBA,21.5,Points + Rebounds,1.83,Zach Edey,0.5122263513167893
Dabble,-0.0626,0.5464,Under,NBA,21.5,Points + Rebounds,1.83,Zach Edey,0.5122263513167893
PrizePicks,-0.0626,0.5405,Over,NFL,48.5,Total Rushing Yards,1.85,Jayden Daniels,0.5067235463229157
