batch_num,batch_timestamp,collection_timestamp,date,bookmaker,league,market,subject,label,line,odds,_id,impl_prb,tw_prb,ev,ev_formula
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.888409,2025-01-11,Caesars,NBA,3-Pointers Made,Joel Embiid,Over,1.5,3.0,Caesars:NBA:3-Pointers Made:Joel Embiid:Over,0.3333333333333333,0.37128712871287123,0.11386138613861363,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.884692,2025-01-11,Dabble,NBA,3-Pointers Made,Karl-Anthony Towns,Over,1.5,1.83,Dabble:NBA:3-Pointers Made:Karl-Anthony Towns:Over,0.5464480874316939,0.5919123747645791,0.08319964581917988,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.488618,2025-01-11,Fliff,NBA,Assists,Pascal Siakam,Over,2.5,2.1,Fliff:NBA:Assists:Pascal Siakam:Over,0.47619047619047616,0.5,0.050000000000000044,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.785599,2025-01-11,Caesars,NBA,Rebounds,Giannis Antetokounmpo,Over,11.5,2.08,Caesars:NBA:Rebounds:Giannis Antetokounmpo:Over,0.4807692307692307,0.502951852346397,0.04613985288050593,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.787031,2025-01-11,Caesars,NBA,Rebounds,Damian Lillard,Over,3.5,2.12,Caesars:NBA:Rebounds:Damian Lillard:Over,0.4716981132075471,0.4931617936366531,0.045503002509704515,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.788360,2025-01-11,Dabble,NBA,Rebounds,Mikal Bridges,Over,2.5,1.83,Dabble:NBA:Rebounds:Mikal Bridges:Over,0.5464480874316939,0.568729876933744,0.04077567478875155,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.577348,2025-01-11,DraftKings,NBA,Points,Dereck Lively II,Under,9.5,2.0,DraftKings:NBA:Points:Dereck Lively II:Under,0.5,0.5187253849052369,0.037450769810473794,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.787063,2025-01-11,HardRock,NBA,Rebounds,Damian Lillard,Over,3.5,2.1,HardRock:NBA:Rebounds:Damian Lillard:Over,0.47619047619047616,0.4931617936366531,0.03563976663697144,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.785607,2025-01-11,DraftKings,NBA,Rebounds,Giannis Antetokounmpo,Over,11.5,2.05,DraftKings:NBA:Rebounds:Giannis Antetokounmpo:Over,0.48780487804878053,0.502951852346397,0.031051297310113912,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.787534,2025-01-11,DraftKings,NBA,Rebounds,Jamal Murray,Under,3.5,1.8,DraftKings:NBA:Rebounds:Jamal Murray:Under,0.5555555555555556,0.572599749051869,0.03067954829336411,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.788382,2025-01-11,Caesars,NBA,Rebounds,Mikal Bridges,Over,2.5,1.8,Caesars:NBA:Rebounds:Mikal Bridges:Over,0.5555555555555556,0.568729876933744,0.02371377848073919,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.533167,2025-01-11,PrizePicks,NBA,Rebounds + Assists,Jamal Murray,Under,9.5,1.85,PrizePicks:NBA:Rebounds + Assists:Jamal Murray:Under,0.5405405405405405,0.5529061109011619,0.022876305167149613,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.887872,2025-01-11,Dabble,NBA,3-Pointers Made,Tristan da Silva,Over,1.5,1.83,Dabble:NBA:3-Pointers Made:Tristan da Silva:Over,0.5464480874316939,0.5587970455345278,0.022598593328185923,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.888938,2025-01-11,DraftKings,NBA,3-Pointers Made,Alex Sarr,Under,1.5,1.60240964,DraftKings:NBA:3-Pointers Made:Alex Sarr:Under,0.624060149812878,0.636688850986458,0.020236352501223853,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.785683,2025-01-11,DraftKings,NBA,Rebounds,Josh Hart,Over,9.5,2.0,DraftKings:NBA:Rebounds:Josh Hart:Over,0.5,0.5096815835890499,0.019363167178099827,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.788576,2025-01-11,HardRock,NBA,Rebounds,Jalen Brunson,Over,2.5,1.71428571,HardRock:NBA:Rebounds:Jalen Brunson:Over,0.5833333347916667,0.5906725246279857,0.012581468259378947,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.887735,2025-01-11,DraftKings,NBA,3-Pointers Made,Luguentz Dort,Under,2.5,1.71428572,DraftKings:NBA:3-Pointers Made:Luguentz Dort:Under,0.5833333313888889,0.590560343690982,0.012389163987742424,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.541860,2025-01-11,HardRock,NBA,Blocks,Nikola Jokic,Over,0.5,2.25,HardRock:NBA:Blocks:Nikola Jokic:Over,0.4444444444444444,0.44943820307200266,0.011235956912005962,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.962046,2025-01-11,HardRock,NBA,Steals,Cole Anthony,Over,0.5,1.86956522,HardRock:NBA:Steals:Cole Anthony:Over,0.5348837201838832,0.5407914007308465,0.011044794081473186,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.482378,2025-01-11,HardRock,NBA,Assists,Jamal Murray,Under,5.5,2.15,HardRock:NBA:Assists:Jamal Murray:Under,0.46511627906976744,0.4696047765866725,0.009650269661345745,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.786456,2025-01-11,HardRock,NBA,Rebounds,Brook Lopez,Over,4.5,1.95238095,HardRock:NBA:Rebounds:Brook Lopez:Over,0.5121951225758478,0.5162581290312811,0.007932536403315149,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.887775,2025-01-11,Dabble,NBA,3-Pointers Made,Cole Anthony,Over,1.5,1.83,Dabble:NBA:3-Pointers Made:Cole Anthony:Over,0.5464480874316939,0.5505617969279972,0.007528088378234987,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.785940,2025-01-11,DraftKings,NBA,Rebounds,Dereck Lively II,Under,8.5,2.05,DraftKings:NBA:Rebounds:Dereck Lively II:Under,0.48780487804878053,0.49095978953947833,0.0064675685559305585,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.788403,2025-01-11,HardRock,NBA,Rebounds,Mikal Bridges,Over,2.5,1.76923077,HardRock:NBA:Rebounds:Mikal Bridges:Over,0.5652173910586011,0.568729876933744,0.006214398089493145,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.486580,2025-01-11,DraftKings,NBA,Assists,Jalen Williams,Under,5.5,1.76923077,DraftKings:NBA:Assists:Jalen Williams:Under,0.5652173910586011,0.5679893544678657,0.004904242956984994,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.788554,2025-01-11,Caesars,NBA,Rebounds,Jalen Brunson,Over,2.5,1.7,Caesars:NBA:Rebounds:Jalen Brunson:Over,0.5882352941176471,0.5906725246279857,0.004143291867575671,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.888433,2025-01-11,HardRock,NBA,3-Pointers Made,Joel Embiid,Over,1.5,2.7,HardRock:NBA:3-Pointers Made:Joel Embiid:Over,0.37037037037037035,0.37128712871287123,0.0024752475247523664,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.487781,2025-01-11,DraftKings,NBA,Assists,Bilal Coulibaly,Under,3.5,1.76923077,DraftKings:NBA:Assists:Bilal Coulibaly:Under,0.5652173910586011,0.5660699366486338,0.001508349890713634,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.868691,2025-01-11,Caesars,NBA,Points + Rebounds + Assists,Josh Hart,Over,29.5,1.91,Caesars:NBA:Points + Rebounds + Assists:Josh Hart:Over,0.5235602094240838,0.5238589215569636,0.0005705401738003713,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.884750,2025-01-11,HardRock,NBA,3-Pointers Made,Karl-Anthony Towns,Over,1.5,1.68965517,HardRock:NBA:3-Pointers Made:Karl-Anthony Towns:Over,0.5918367355393586,0.5919123747645791,0.00012780420794866743,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.868697,2025-01-11,DraftKings,NBA,Points + Rebounds + Assists,Josh Hart,Over,29.5,1.90909091,DraftKings:NBA:Points + Rebounds + Assists:Josh Hart:Over,0.5238095235600907,0.5238589215569636,9.430526680215268e-05,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.487149,2025-01-11,DraftKings,NBA,Assists,Isaiah Hartenstein,Under,4.5,1.83333334,DraftKings:NBA:Assists:Isaiah Hartenstein:Under,0.5454545434710744,0.54516975281525,-0.0005221162042431948,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.807373,2025-01-11,DraftKings,NBA,Points + Assists,Dereck Lively II,Under,12.5,2.0,DraftKings:NBA:Points + Assists:Dereck Lively II:Under,0.5,0.49951972439111936,-0.0009605512177612852,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.808646,2025-01-11,Caesars,NBA,Points + Assists,Joel Embiid,Over,29.5,1.92,Caesars:NBA:Points + Assists:Joel Embiid:Over,0.5208333333333334,0.5203045695019196,-0.0010152265563143636,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.535981,2025-01-11,Caesars,NBA,Rebounds + Assists,Tyrese Haliburton,Under,12.5,1.92,Caesars:NBA:Rebounds + Assists:Tyrese Haliburton:Under,0.5208333333333334,0.5203045695019196,-0.0010152265563143636,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.788547,2025-01-11,Fliff,NBA,Rebounds,Jalen Brunson,Over,2.5,1.68965517,Fliff:NBA:Rebounds:Jalen Brunson:Over,0.5918367355393586,0.5906725246279857,-0.001967114985371665,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.487122,2025-01-11,Dabble,NBA,Assists,Isaiah Hartenstein,Under,4.5,1.83,Dabble:NBA:Assists:Isaiah Hartenstein:Under,0.5464480874316939,0.54516975281525,-0.002339352348092405,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.960238,2025-01-11,HardRock,NBA,Steals,Mikal Bridges,Under,0.5,2.8,HardRock:NBA:Steals:Mikal Bridges:Under,0.35714285714285715,0.35603277776636727,-0.003108222254171733,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.578857,2025-01-11,HardRock,NBA,Points,Paolo Banchero,Over,23.5,1.95238095,HardRock:NBA:Points:Paolo Banchero:Over,0.5121951225758478,0.510121456700159,-0.004048585752359779,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.869619,2025-01-11,HardRock,NBA,Points + Rebounds + Assists,Klay Thompson,Over,20.5,1.95238095,HardRock:NBA:Points + Rebounds + Assists:Klay Thompson:Over,0.5121951225758478,0.510121456700159,-0.004048585752359779,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.482334,2025-01-11,Caesars,NBA,Assists,Jamal Murray,Under,5.5,2.12,Caesars:NBA:Assists:Jamal Murray:Under,0.4716981132075471,0.4696047765866725,-0.004437873636254364,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.536337,2025-01-11,DraftKings,NBA,Rebounds + Assists,Jalen Williams,Under,10.5,2.05,DraftKings:NBA:Rebounds + Assists:Jalen Williams:Under,0.48780487804878053,0.4855498893091714,-0.004622726916198694,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.533183,2025-01-11,Caesars,NBA,Rebounds + Assists,Jamal Murray,Under,9.5,1.8,Caesars:NBA:Rebounds + Assists:Jamal Murray:Under,0.5555555555555556,0.5529061109011619,-0.0047690003779085055,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.793374,2025-01-11,DraftKings,NBA,Rebounds,Luguentz Dort,Under,4.5,1.86956522,DraftKings:NBA:Rebounds:Luguentz Dort:Under,0.5348837201838832,0.5322268323445728,-0.004967225097815664,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.579932,2025-01-11,Fliff,NBA,Points,Myles Turner,Under,13.5,1.90909091,Fliff:NBA:Points:Myles Turner:Under,0.5238095235600907,0.5203045695019196,-0.0066912759324220805,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.568202,2025-01-11,Fliff,NBA,Points + Rebounds,Myles Turner,Under,20.5,1.90909091,Fliff:NBA:Points + Rebounds:Myles Turner:Under,0.5238095235600907,0.5203045695019196,-0.0066912759324220805,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.808664,2025-01-11,HardRock,NBA,Points + Assists,Joel Embiid,Over,29.5,1.90909091,HardRock:NBA:Points + Assists:Joel Embiid:Over,0.5238095235600907,0.5203045695019196,-0.0066912759324220805,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.487113,2025-01-11,Underdog,NBA,Assists,Isaiah Hartenstein,Under,4.5,1.82,Underdog:NBA:Assists:Isaiah Hartenstein:Under,0.5494505494505494,0.54516975281525,-0.007791049876244904,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.535788,2025-01-11,HardRock,NBA,Rebounds + Assists,Joel Embiid,Over,13.5,1.86956522,HardRock:NBA:Rebounds + Assists:Joel Embiid:Over,0.5348837201838832,0.530612244789671,-0.007985801835105,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.534087,2025-01-11,HardRock,NBA,Rebounds + Assists,Brook Lopez,Over,5.5,1.86956522,HardRock:NBA:Rebounds + Assists:Brook Lopez:Over,0.5348837201838832,0.530612244789671,-0.007985801835105,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.575945,2025-01-11,DraftKings,NBA,Points,Mikal Bridges,Over,17.5,2.0,DraftKings:NBA:Points:Mikal Bridges:Over,0.5,0.49591836736137723,-0.00816326527724559,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.535116,2025-01-11,HardRock,NBA,Rebounds + Assists,Zach LaVine,Over,8.5,1.83333333,HardRock:NBA:Rebounds + Assists:Zach LaVine:Over,0.545454546446281,0.5407914007308465,-0.008549100462752646,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.786424,2025-01-11,Caesars,NBA,Rebounds,Brook Lopez,Over,4.5,1.92,Caesars:NBA:Rebounds:Brook Lopez:Over,0.5208333333333334,0.5162581290312811,-0.008784392259940321,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.887787,2025-01-11,Caesars,NBA,3-Pointers Made,Cole Anthony,Over,1.5,1.8,Caesars:NBA:3-Pointers Made:Cole Anthony:Over,0.5555555555555556,0.5505617969279972,-0.00898876552960498,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.887810,2025-01-11,HardRock,NBA,3-Pointers Made,Cole Anthony,Over,1.5,1.8,HardRock:NBA:3-Pointers Made:Cole Anthony:Over,0.5555555555555556,0.5505617969279972,-0.00898876552960498,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.487762,2025-01-11,Caesars,NBA,Assists,Bilal Coulibaly,Under,3.5,1.75,Caesars:NBA:Assists:Bilal Coulibaly:Under,0.5714285714285714,0.5660699366486338,-0.009377610864890862,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.536323,2025-01-11,Caesars,NBA,Rebounds + Assists,Jalen Williams,Under,10.5,2.04,Caesars:NBA:Rebounds + Assists:Jalen Williams:Under,0.49019607843137253,0.4855498893091714,-0.009478225809290253,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.788389,2025-01-11,Fliff,NBA,Rebounds,Mikal Bridges,Over,2.5,1.74074074,Fliff:NBA:Rebounds:Mikal Bridges:Over,0.5744680853508375,0.568729876933744,-0.0099887331662456,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.792278,2025-01-11,DraftKings,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.8,DraftKings:NBA:Rebounds:Kyle Kuzma:Under,0.5555555555555556,0.5498198277605888,-0.010324310030940143,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.535084,2025-01-11,Dabble,NBA,Rebounds + Assists,Zach LaVine,Over,8.5,1.83,Dabble:NBA:Rebounds + Assists:Zach LaVine:Over,0.5464480874316939,0.5407914007308465,-0.010351736662550792,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.535092,2025-01-11,Caesars,NBA,Rebounds + Assists,Zach LaVine,Over,8.5,1.83,Caesars:NBA:Rebounds + Assists:Zach LaVine:Over,0.5464480874316939,0.5407914007308465,-0.010351736662550792,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.887606,2025-01-11,Dabble,NBA,3-Pointers Made,Darius Garland,Over,2.5,1.83,Dabble:NBA:3-Pointers Made:Darius Garland:Over,0.5464480874316939,0.5407914007308465,-0.010351736662550792,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.962022,2025-01-11,Dabble,NBA,Steals,Cole Anthony,Over,0.5,1.83,Dabble:NBA:Steals:Cole Anthony:Over,0.5464480874316939,0.5407914007308465,-0.010351736662550792,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.807879,2025-01-11,Caesars,NBA,Points + Assists,DeMar DeRozan,Over,27.5,1.94,Caesars:NBA:Points + Assists:DeMar DeRozan:Over,0.5154639175257733,0.510121456700159,-0.010364374001691656,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.887909,2025-01-11,HardRock,NBA,3-Pointers Made,Tristan da Silva,Over,1.5,1.76923077,HardRock:NBA:3-Pointers Made:Tristan da Silva:Over,0.5652173910586011,0.5587970455345278,-0.011359072855222252,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.884842,2025-01-11,PrizePicks,NBA,3-Pointers Made,Brook Lopez,Over,1.5,1.85,PrizePicks:NBA:3-Pointers Made:Brook Lopez:Over,0.5405405405405405,0.5342543085029223,-0.011629529269593653,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.532189,2025-01-11,HardRock,NBA,Rebounds + Assists,Nikola Jokic,Under,21.5,2.0,HardRock:NBA:Rebounds + Assists:Nikola Jokic:Under,0.5,0.49369136703666855,-0.012617265926662957,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.532467,2025-01-11,Caesars,NBA,Rebounds + Assists,Karl-Anthony Towns,Under,16.5,1.88,Caesars:NBA:Rebounds + Assists:Karl-Anthony Towns:Under,0.5319148936170213,0.525068870523416,-0.012870523415977997,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.806094,2025-01-11,Caesars,NBA,Points + Assists,Karl-Anthony Towns,Under,27.5,1.92,Caesars:NBA:Points + Assists:Karl-Anthony Towns:Under,0.5208333333333334,0.5139778936041426,-0.01316244428004626,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.787039,2025-01-11,Fliff,NBA,Rebounds,Damian Lillard,Over,3.5,2.0,Fliff:NBA:Rebounds:Damian Lillard:Over,0.5,0.4931617936366531,-0.013676412726693898,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.576522,2025-01-11,DraftKings,NBA,Points,Josh Hart,Over,14.5,2.0,DraftKings:NBA:Points:Josh Hart:Over,0.5,0.4931617936366531,-0.013676412726693898,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.787055,2025-01-11,DraftKings,NBA,Rebounds,Damian Lillard,Over,3.5,2.0,DraftKings:NBA:Rebounds:Damian Lillard:Over,0.5,0.4931617936366531,-0.013676412726693898,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.483028,2025-01-11,DraftKings,NBA,Assists,Giannis Antetokounmpo,Over,5.5,2.0,DraftKings:NBA:Assists:Giannis Antetokounmpo:Over,0.5,0.4931617936366531,-0.013676412726693898,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.482346,2025-01-11,Fliff,NBA,Assists,Jamal Murray,Under,5.5,2.1,Fliff:NBA:Assists:Jamal Murray:Under,0.47619047619047616,0.4696047765866725,-0.013829969167987732,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.483440,2025-01-11,Caesars,NBA,Assists,Karl-Anthony Towns,Under,3.5,1.68,Caesars:NBA:Assists:Karl-Anthony Towns:Under,0.5952380952380952,0.5869988416512325,-0.01384194602592942,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.532927,2025-01-11,HardRock,NBA,Rebounds + Assists,Jalen Brunson,Over,10.5,1.95238095,HardRock:NBA:Rebounds + Assists:Jalen Brunson:Over,0.5121951225758478,0.5049508845897633,-0.014143512241297507,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.786432,2025-01-11,Fliff,NBA,Rebounds,Brook Lopez,Over,4.5,1.90909091,Fliff:NBA:Rebounds:Brook Lopez:Over,0.5238095235600907,0.5162581290312811,-0.014416298652774162,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.885050,2025-01-11,Dabble,NBA,3-Pointers Made,Spencer Dinwiddie,Over,1.5,1.83,Dabble:NBA:3-Pointers Made:Spencer Dinwiddie:Over,0.5464480874316939,0.5383436343736807,-0.014831149096164231,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.486351,2025-01-11,Dabble,NBA,Assists,Shai Gilgeous-Alexander,Over,5.5,1.83,Dabble:NBA:Assists:Shai Gilgeous-Alexander:Over,0.5464480874316939,0.5383436343736807,-0.014831149096164231,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.488609,2025-01-11,Caesars,NBA,Assists,Pascal Siakam,Over,2.5,1.97,Caesars:NBA:Assists:Pascal Siakam:Over,0.5076142131979695,0.5,-0.015000000000000013,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.541941,2025-01-11,HardRock,NBA,Blocks,Michael Porter Jr.,Over,0.5,2.65,HardRock:NBA:Blocks:Michael Porter Jr.:Over,0.37735849056603776,0.37128712871287123,-0.016089108910891325,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.884550,2025-01-11,DraftKings,NBA,3-Pointers Made,Michael Porter Jr.,Under,2.5,2.1,DraftKings:NBA:3-Pointers Made:Michael Porter Jr.:Under,0.47619047619047616,0.4683020570937191,-0.016565680103189928,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.565364,2025-01-11,DraftKings,NBA,Points + Rebounds,Dereck Lively II,Under,18.5,1.90909091,DraftKings:NBA:Points + Rebounds:Dereck Lively II:Under,0.5238095235600907,0.5149086014712599,-0.016992669450405007,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.575249,2025-01-11,DraftKings,NBA,Points,Nikola Jokic,Under,30.5,1.90909091,DraftKings:NBA:Points:Nikola Jokic:Under,0.5238095235600907,0.5149086014712599,-0.016992669450405007,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.868192,2025-01-11,DraftKings,NBA,Points + Rebounds + Assists,Nikola Jokic,Under,52.5,1.90909091,DraftKings:NBA:Points + Rebounds + Assists:Nikola Jokic:Under,0.5238095235600907,0.5149086014712599,-0.016992669450405007,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.535712,2025-01-11,DraftKings,NBA,Rebounds + Assists,Isaiah Hartenstein,Under,15.5,1.90909091,DraftKings:NBA:Rebounds + Assists:Isaiah Hartenstein:Under,0.5238095235600907,0.5149086014712599,-0.016992669450405007,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.791404,2025-01-11,DraftKings,NBA,Rebounds,Shai Gilgeous-Alexander,Under,5.5,2.14,DraftKings:NBA:Rebounds:Shai Gilgeous-Alexander:Under,0.4672897196261682,0.4592556129858285,-0.017192988210326887,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.884318,2025-01-11,Caesars,NBA,3-Pointers Made,Mikal Bridges,Under,2.5,1.6,Caesars:NBA:3-Pointers Made:Mikal Bridges:Under,0.625,0.6139823764215891,-0.017628197725457317,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.577539,2025-01-11,Caesars,NBA,Points,Taurean Prince,Under,5.5,2.04,Caesars:NBA:Points:Taurean Prince:Under,0.49019607843137253,0.48124062034852183,-0.01826913448901546,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.792201,2025-01-11,DraftKings,NBA,Rebounds,Jalen Williams,Under,5.5,1.86956522,DraftKings:NBA:Rebounds:Jalen Williams:Under,0.5348837201838832,0.525068870523416,-0.018349501564738302,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.532491,2025-01-11,HardRock,NBA,Rebounds + Assists,Karl-Anthony Towns,Under,16.5,1.86956522,HardRock:NBA:Rebounds + Assists:Karl-Anthony Towns:Under,0.5348837201838832,0.525068870523416,-0.018349501564738302,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.532483,2025-01-11,DraftKings,NBA,Rebounds + Assists,Karl-Anthony Towns,Under,16.5,1.86956522,DraftKings:NBA:Rebounds + Assists:Karl-Anthony Towns:Under,0.5348837201838832,0.525068870523416,-0.018349501564738302,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.534030,2025-01-11,PrizePicks,NBA,Rebounds + Assists,Brook Lopez,Over,5.5,1.85,PrizePicks:NBA:Rebounds + Assists:Brook Lopez:Over,0.5405405405405405,0.530612244789671,-0.018367347139108703,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.862183,2025-01-11,PrizePicks,NBA,Turnovers,Giannis Antetokounmpo,Under,3.5,1.85,PrizePicks:NBA:Turnovers:Giannis Antetokounmpo:Under,0.5405405405405405,0.530612244789671,-0.018367347139108703,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.862394,2025-01-11,PrizePicks,NBA,Turnovers,Spencer Dinwiddie,Over,1.5,1.85,PrizePicks:NBA:Turnovers:Spencer Dinwiddie:Over,0.5405405405405405,0.530612244789671,-0.018367347139108703,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.536239,2025-01-11,DraftKings,NBA,Rebounds + Assists,Shai Gilgeous-Alexander,Under,11.5,2.05,DraftKings:NBA:Rebounds + Assists:Shai Gilgeous-Alexander:Under,0.48780487804878053,0.4783030175379394,-0.01947881404722418,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:24.785400,2025-01-11,DraftKings,NBA,Rebounds,Karl-Anthony Towns,Under,13.5,1.76923077,DraftKings:NBA:Rebounds:Karl-Anthony Towns:Under,0.5652173910586011,0.5542003977492306,-0.019491603555822468,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.564349,2025-01-11,Caesars,NBA,Points + Rebounds,Michael Porter Jr.,Over,23.5,1.92,Caesars:NBA:Points + Rebounds:Michael Porter Jr.:Over,0.5208333333333334,0.5103976045308259,-0.02003659930081425,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.486341,2025-01-11,Underdog,NBA,Assists,Shai Gilgeous-Alexander,Over,5.5,1.82,Underdog:NBA:Assists:Shai Gilgeous-Alexander:Over,0.5494505494505494,0.5383436343736807,-0.020214585439901067,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.578349,2025-01-11,HardRock,NBA,Points,Keegan Murray,Over,12.5,2.0,HardRock:NBA:Points:Keegan Murray:Over,0.5,0.48987854329984104,-0.02024291340031792,sully
6,2025-01-11 21:51:53.607251,2025-01-11 21:53:25.575430,2025-01-11,FanDuel,NBA,Points,Jalen Brunson,Over,24.5,2.0,FanDuel:NBA:Points:Jalen Brunson:Over,0.5,0.48987854329984104,-0.02024291340031792,sully
